Номенклатура/ Характеристика номенклатури;Изд группа (св-во Номенклатура);Издательство (св-во Номенклатура);Автор (св-во Номенклатура);Номенклатура.Артикул ;Серия (св-во Номенклатура);Номер дозволу МОтаН (св-во Номенклатура);Новые поступления;Цена изменена;Рекомендованая розничная ;
            Agent Cormac Book5: Line War  ;;;Asher, N.;9.78033E+12;;;Нет;Нет;252.00 грн;шт
            Alibaba's World: How a Remarkable Chinese Company is Changing the Face of Global Business;;;Erisman, P.;9.78145E+12;;PanMacmillan;Нет;Нет;243.00 грн;шт
            Among Thieves;;;Hosp, D.;9.78033E+12;;;Нет;Нет;221.00 грн;шт
            Amos Decker Book2: Last Mile,The ;Baldacci, D.;;Baldacci, D.;9.78151E+12;;PanMacmillan;Нет;Нет;162.00 грн;шт
            Amulet;;;Bolano, R.;9.78033E+12;;;Нет;Нет;252.00 грн;шт
            An Astronaut's Guide to Life on Earth;;;Hadfield, C.;9.78145E+12;;;Нет;Нет;360.00 грн;шт
            Ancient Egypt Book4: Quest,The;;;Smith, W.;9.78033E+12;;;Нет;Нет;210.00 грн;шт
            Anonymous Venetian,The;;;Leon, D.;9.78145E+12;;;Нет;Нет;252.00 грн;шт
            Antwerp ;;;Bolano, R.;9.78033E+12;;;Нет;Нет;251.00 грн;шт
            Arrival;;;Chiang, T.;9.78151E+12;;Picador;Нет;Нет;360.00 грн;шт
            Art of Science,The ;;;Hamblyn, R.;9.78033E+12;;;Нет;Нет;313.00 грн;шт
            As The Crow Flies ;;;Archer, J.;9.78033E+12;;;Нет;Нет;251.00 грн;шт
            Assegai;;;Smith, W.;9.78033E+12;;;Нет;Нет;252.00 грн;шт
            Baldacci One Summer ;;;Baldacci, D.;9.78145E+12;;;Нет;Нет;221.00 грн;шт
            Baldacci True Blue ;;;Baldacci, D.;9.78033E+12;;;Нет;Нет;221.00 грн;шт
            Baldacci Whole Truth,The ;;;Baldacci, D.;9.78033E+12;;;Нет;Нет;183.00 грн;шт
            Baldacci Wish You Well ;;;Baldacci, D.;9.78033E+12;;;Нет;Нет;189.00 грн;шт
            Banville Eclipse;;;Banville, J.;9.78033E+12;;;Нет;Нет;244.00 грн;шт
            Beach Cafe;;;Diamond, L.;9.78033E+12;;;Нет;Нет;221.00 грн;шт
            Blood Meridian;;;McCarthy, C.;9.78033E+12;;;Нет;Нет;284.00 грн;шт
            Born for This: How to Find the Work You Were Meant to Do;Guillebeau, C.;;Guillebeau, C.;9.78145E+12;;PanMacmillan;Нет;Нет;351.00 грн;шт
            Boy Meets Girl ;;;Cabot, M.;9.78033E+12;;;Нет;Нет;252.00 грн;шт
            Bridget Jones Omnibus: Singleton Years,The;;;Fielding, H.;9.78145E+12;;;Нет;Нет;313.00 грн;шт
            Bridget Jones: Edge of Reason,The;;;;9.78033E+12;;;Нет;Нет;210.00 грн;шт
            Bridget Jones’s Diary [Paperback];;;Fielding, H.;9.78145E+12;;;Нет;Нет;320.00 грн;шт
            Bridget Jones’s Diary B-format;;;Fielding, H.;9.78033E+12;;;Нет;Нет;251.00 грн;шт
            Camel Club Book1: Camel Club,The;;;Baldacci, D.;9.78033E+12;;;Нет;Нет;189.00 грн;шт
            Camel Club Book2: Collectors,The ;;;Baldacci, D.;9.78033E+12;;;Нет;Нет;183.00 грн;шт
            Camel Club Book3: Stone Cold ;;;Baldacci, D.;9.78033E+12;;;Нет;Нет;183.00 грн;шт
            Camel Club Book4: Divine Justice;;;Baldacci, D.;9.78033E+12;;;Нет;Нет;210.00 грн;шт
            Camel Club Book5: Hell's Corner;;;Baldacci, D.;9.78033E+12;;;Нет;Нет;221.00 грн;шт
            Child of God;;;McCarthy, C.;9.78033E+12;;;Нет;Нет;284.00 грн;шт
            Clifton Chronicles Book1: Only Time Will Tell;;;Archer, J.;9.78033E+12;;;Нет;Нет;221.00 грн;шт
            Clifton Chronicles Book2: Sins of the Father,The ;;;Archer, J.;9.78145E+12;;;Нет;Нет;219.00 грн;шт
            Clifton Chronicles Book3: Best Kept Secret;;;Archer, J.;9.78145E+12;;;Нет;Нет;219.00 грн;шт
            Code to Zero;;;Follett, K.;9.78145E+12;;;Нет;Нет;251.00 грн;шт
            Collected Short Stories,The;;;Archer, J.;9.78145E+12;;;Нет;Нет;282.00 грн;шт
            Cosmopolis (Film Tie-In);;;DeLillo, D.;9.78145E+12;;;Нет;Нет;251.00 грн;шт
            David Beckham: My Son;;;Beckham, T.;9.78033E+12;;;Нет;Нет;210.00 грн;шт
            Dead Heat;;;Francis, D.;9.78033E+12;;;Нет;Нет;189.00 грн;шт
            Death Benefit;;;Cook, R.;9.78033E+12;;;Нет;Нет;219.00 грн;шт
            Dirk Gently Book1: Dirk Gently's Holistic Detective Agency ;;;Adams, D.;9.78145E+12;;;Нет;Нет;320.00 грн;шт
            Dirk Gently Book1: Dirk Gently's Holistic Detective Agency [Paperback];;;Adams, D.;9.78033E+12;;;Нет;Нет;252.00 грн;шт
            Dirk Gently Book2: Long Dark Tea-Time of the Soul;;;Adams, D.;9.78145E+12;;;Нет;Нет;251.00 грн;шт
            Discover Science: Deserts;;;;9.78075E+12;;Kingfisher;Нет;Нет;324.00 грн;шт
            Discover Science: Light and Sound;;;;9.78075E+12;;Kingfisher;Нет;Нет;189.00 грн;шт
            Discover Science: Materials;;;;9.78075E+12;;Kingfisher;Нет;Нет;243.00 грн;шт
            Discover Science: Mountains;;;;9.78075E+12;;Kingfisher;Нет;Нет;297.00 грн;шт
            Discover Science: Oceans and Seas;;;Davies, N.;9.78075E+12;;Kingfisher;Нет;Нет;162.00 грн;шт
            Discover Science: Reptiles;;;;9.78075E+12;;Kingfisher;Нет;Нет;162.00 грн;шт
            Discover Science: Robots;;;;9.78075E+12;;Kingfisher;Нет;Нет;162.00 грн;шт
            Discover Science: Rocks and Fossils;;;;9.78075E+12;;Kingfisher;Нет;Нет;162.00 грн;шт
            Distant Hours,The;;;Keller, M.;9.78033E+12;;;Нет;Нет;221.00 грн;шт
            Dominion;;;Sansom, C.J.;9.78145E+12;;;Нет;Нет;219.00 грн;шт
            Eleventh Commandment,The ;;;Archer, J.;9.78033E+12;;;Нет;Нет;251.00 грн;шт
            Elizabeth I [Paperback];;;George, M.;9.78033E+12;;;Нет;Нет;252.00 грн;шт
            Every Boys Got One ;;;Cabot, M.;9.78033E+12;;;Нет;Нет;251.00 грн;шт
            Fall of Giants;;;Follett, K.;9.78033E+12;;;Нет;Нет;280.00 грн;шт
            Fallen Angel;;;Hewson, D.;9.78033E+12;;;Нет;Нет;221.00 грн;шт
            False Impession ;;;Archer, J.;9.78033E+12;;;Нет;Нет;183.00 грн;шт
            Glass Room,The ;;;Cleeves, A.;9.78033E+12;;;Нет;Нет;251.00 грн;шт
            Gomorrah : Italy's Other Mafia;Saviano, R.;;Saviano, R.;9.78151E+12;;PanMacmillan;Нет;Нет;400.00 грн;шт
            Gone with the Wind [Paperback];;;Mitchell, M.;9.78145E+12;;;Нет;Нет;400.00 грн;шт
            Good Luck of Right Now,The ;;;Quick, M.;9.78145E+12;;;Нет;Нет;251.00 грн;шт
            Google Story,The ;;;David A. Vise;9.78033E+12;;;Нет;Нет;282.00 грн;шт
            Great Gatsby,The (Official Film Edition) ;;;Fitzgerald, F.;9.78145E+12;;;Нет;Нет;290.00 грн;шт
            Great North Road;;;Hamilton, P.F.;9.78033E+12;;;Нет;Нет;269.00 грн;шт
            Great North Road A-format;;;Hamilton, P.F.;9.78145E+12;;;Нет;Нет;251.00 грн;шт
            Guy Next Door,The ;;;Cabot, M.;9.78033E+12;;;Нет;Нет;252.00 грн;шт
            Hallucinations;;;Sacks, O.;9.78145E+12;;;Нет;Нет;313.00 грн;шт
            Halo Glasslands;;;Traviss, K.;9.78023E+12;;;Нет;Нет;251.00 грн;шт
            Heartsick;;;Cain, Ch.;9.78033E+12;;;Нет;Нет;183.00 грн;шт
            Heather Wells Book2: Size 14 Is Not Fat Either;;;Cabot, M.;9.78033E+12;;;Нет;Нет;221.00 грн;шт
            Hitchhiker's Guide Book#1: Hitchhiker's Guide to the Galaxy,The ;Adams, D.;;Adams, D.;9.78151E+12;;PanMacmillan;Нет;Нет;360.00 грн;шт
            Hitchhiker's Guide Book#3: Life, the Universe and Everything;Adams, D.;;Adams, D.;9.78151E+12;;PanMacmillan;Нет;Нет;360.00 грн;шт
            Hitchhiker's Guide Book#4: So Long, and Thanks for All the Fish;Adams, D.;;Adams, D.;9.78151E+12;;PanMacmillan;Нет;Нет;360.00 грн;шт
            Hitchhiker's Guide Book1: Hitchhiker`s Guide to the Galaxy,The ;;;Adams, D.;9.78033E+12;;;Нет;Нет;327.00 грн;шт
            Hitchhiker's Guide Book3: Life, The Universe and Everything ;;;Adams, D.;9.78033E+12;;;Нет;Нет;252.00 грн;шт
            Hitchhiker's Guide Book4: So Long, and Thanks for All the Fish;;;Nuttall, C.;9.78033E+12;;;Нет;Нет;251.00 грн;шт
            Hope: A Tragedy;;;Auslander, S.;9.78145E+12;;;Нет;Нет;251.00 грн;шт
            How to: Get Your Website Noticed;;;Matous, F.;9.78151E+12;;PanMacmillan;Нет;Нет;189.00 грн;шт
            How to: Give a Great Presentation;;;Chalmers, N.;9.78151E+12;;PanMacmillan;Нет;Нет;189.00 грн;шт
            How to: Speak with Confidence in Public;;;Lush , E.;9.78151E+12;;PanMacmillan;Нет;Нет;189.00 грн;шт
            How to: Train Your Memory;;;;9.78151E+12;;;Нет;Нет;280.00 грн;шт
            How to: Use Innovation and Creativity in the Workplace;;;;9.78151E+12;;;Нет;Нет;280.00 грн;шт
            I Quit Sugar Slow Cooker Cookbook: 85 Easy, Nutritious Slow-Cooker Recipes for Busy Folk and Famili;;;Wilson, S.;9.78151E+12;;;Нет;Нет;400.00 грн;шт
            Imperial Bedrooms;;;Bret Easton Ellis;9.78033E+12;;;Нет;Нет;221.00 грн;шт
            Infidelity Chain,The;;;Stimson, T.;9.78033E+12;;;Нет;Нет;183.00 грн;шт
            Infinities,The;;;Banville, J.;9.78033E+12;;;Нет;Нет;252.00 грн;шт
            Innocent;;;Turow, S.;9.78033E+12;;;Нет;Нет;252.00 грн;шт
            Jenny Cooper Book2: Disappeared;;;Hall, M.R.;9.78033E+12;;;Нет;Нет;221.00 грн;шт
            John Puller Book1: Zero Day ;;;Baldacci, D.;9.78145E+12;;;Нет;Нет;219.00 грн;шт
            John Puller Book2: Forgotten,The ;;;Baldacci, D.;9.78145E+12;;;Нет;Нет;219.00 грн;шт
            John Puller Book3: Escape,The ;;;Baldacci, D.;9.78145E+12;;;Нет;Нет;240.00 грн;шт
            John Puller Book4: No Man's Land;Baldacci, D.;;Baldacci, D.;9.78151E+12;;PanMacmillan;Нет;Нет;230.00 грн;шт
            Kanin Chronicles Book1: Frostfire;;;Hocking, A.;9.78145E+12;;;Нет;Нет;216.00 грн;шт
            Kanin Chronicles Book2: Ice Kissed;;;Hocking, A.;9.78145E+12;;;Нет;Нет;162.00 грн;шт
            Key to Rebecca,The;;;Follett, K.;9.78145E+12;;;Нет;Нет;284.00 грн;шт
            Killing Kennedy: The End of Camelot;;;O'Reilly, B.;9.78145E+12;;;Нет;Нет;282.00 грн;шт
            King and Maxwell Book1: Split Second ;;;Baldacci, D.;9.78033E+12;;;Нет;Нет;252.00 грн;шт
            King and Maxwell Book3: Simple Genius;;;Baldacci, D.;9.78033E+12;;;Нет;Нет;251.00 грн;шт
            Let the Dead Lie;;;Nunn, M.;9.78033E+12;;;Нет;Нет;221.00 грн;шт
            Life Lessons from Bergson;;;Foley, M.;9.78145E+12;;;Нет;Нет;219.00 грн;шт
            Life Lessons from Byron;;;Bevis, M.;9.78145E+12;;;Нет;Нет;219.00 грн;шт
            Life Lessons from Freud;;;Kahr, B.;9.78145E+12;;;Нет;Нет;219.00 грн;шт
            Life Lessons from Hobbes;;;Dawson, H.;9.78145E+12;;;Нет;Нет;219.00 грн;шт
            Life Lessons from Kierkegaard;;;Ferguson, R.;9.78145E+12;;;Нет;Нет;219.00 грн;шт
            Life Lessons from Nietzsche;;;Armstrong, J.;9.78145E+12;;;Нет;Нет;219.00 грн;шт
            Lifesize Ocean;;;Ganeri, A.;9.78075E+12;;;Нет;Нет;311.00 грн;шт
            Lonesome Dove;;;McMurtry, L.;9.78145E+12;;;Нет;Нет;315.00 грн;шт
            Love You Dead;James, P.;;James, P.;9.78151E+12;;PanMacmillan;Нет;Нет;189.00 грн;шт
            Macmillan Collector's Library A Christmas Carol: A Ghost Story of Christmas;Dickens, Ch.;;Dickens, Ch.;9.78151E+12;;PanMacmillan;Нет;Нет;297.00 грн;шт
            Macmillan Collector's Library Adventures of Sherlock Holmes,The;Doyle, A.C.;;Doyle, A.C.;9.78191E+12;;PanMacmillan;Нет;Нет;243.00 грн;шт
            Macmillan Collector's Library African Queen,The ;Forester, C.S.;;Forester, C.S.;9.78151E+12;;PanMacmillan;Нет;Нет;400.00 грн;шт
            Macmillan Collector's Library Alice's Adventures in Wonderland and Through the Looking-Glass ;Carroll, L.;;Carroll, L.;9.78191E+12;;PanMacmillan;Нет;Нет;216.00 грн;шт
            Macmillan Collector's Library Art of War,The;Tzu, S.;;Tzu, S.;9.78151E+12;;PanMacmillan;Нет;Нет;400.00 грн;шт
            Macmillan Collector's Library Best Fairy Stories of the World;;;Clapham, M.;9.78151E+12;;PanMacmillan;Нет;Нет;400.00 грн;шт
            Macmillan Collector's Library Best Fairy Tales;Andersen, H.C.;;Andersen, H.C.;9.78151E+12;;PanMacmillan;Нет;Нет;270.00 грн;шт
            Macmillan Collector's Library Best of Sherlock Holmes,The;Doyle, A.C.;;Doyle, A.C.;9.78191E+12;;PanMacmillan;Нет;Нет;243.00 грн;шт
            Macmillan Collector's Library Born Free: The Story of Elsa;Adamson, J.;;Adamson, J.;9.78191E+12;;PanMacmillan;Нет;Нет;270.00 грн;шт
            Macmillan Collector's Library Chitty Chitty Bang Bang: The Magical Car;Fleming, I.;;Fleming, I.;9.78191E+12;;PanMacmillan;Нет;Нет;400.00 грн;шт
            Macmillan Collector's Library Classic Locked Room Mysteries;;;Davies, D.S.;9.78191E+12;;PanMacmillan;Нет;Нет;270.00 грн;шт
            Macmillan Collector's Library Count of Monte Cristo,The ;Dumas, A.;;Dumas, A.;9.78151E+12;;PanMacmillan;Нет;Нет;400.00 грн;шт
            Macmillan Collector's Library Doctor Thorne;Trollope, A.;;Trollope, A.;9.78191E+12;;PanMacmillan;Нет;Нет;297.00 грн;шт
            Macmillan Collector's Library Dracula;Stoker, B.;;Stoker, B.;9.78191E+12;;PanMacmillan;Нет;Нет;270.00 грн;шт
            Macmillan Collector's Library Dubliners;Joyce, J.;;Joyce, J.;9.78151E+12;;PanMacmillan;Нет;Нет;243.00 грн;шт
            Macmillan Collector's Library Emma;Austen, J.;;Austen, J.;9.78191E+12;;PanMacmillan;Нет;Нет;400.00 грн;шт
            Macmillan Collector's Library Farewell to Arms, A;Hemingway, E.;;Hemingway, E.;9.78191E+12;;PanMacmillan;Нет;Нет;360.00 грн;шт
            Macmillan Collector's Library For Whom the Bell Tolls;Hemingway, E.;;Hemingway, E.;9.78191E+12;;PanMacmillan;Нет;Нет;360.00 грн;шт
            Macmillan Collector's Library Great Gatsby,The ;Fitzgerald, F.;;Fitzgerald, F.;9.78151E+12;;PanMacmillan;Нет;Нет;243.00 грн;шт
            Macmillan Collector's Library Hamlet: Prince of Denmark;Shakespeare, W.;;Shakespeare, W.;9.78191E+12;;PanMacmillan;Нет;Нет;216.00 грн;шт
            Macmillan Collector's Library Hunchback of Notre-Dame,The ;Hugo, V.;;Hugo, V.;9.78191E+12;;PanMacmillan;Нет;Нет;270.00 грн;шт
            Macmillan Collector's Library It Shouldn't Happen to a Vet;;;Herriot, J.;9.78151E+12;;PanMacmillan;Нет;Нет;400.00 грн;шт
            Macmillan Collector's Library Jungle Book,The ;Kipling, R.;;Kipling, R.;9.78191E+12;;PanMacmillan;Нет;Нет;320.00 грн;шт
            Macmillan Collector's Library Les Miserables;Hugo, V.;;Hugo, V.;9.78191E+12;;PanMacmillan;Нет;Нет;440.00 грн;шт
            Macmillan Collector's Library Little Prince,The ;;;Antoine de Saint-Exupery;9.78191E+12;;PanMacmillan;Нет;Нет;320.00 грн;шт
            Macmillan Collector's Library Mansfield Park;Austen, J.;;Austen, J.;9.78191E+12;;PanMacmillan;Нет;Нет;270.00 грн;шт
            Macmillan Collector's Library Memoirs of Sherlock Holmes,The ;Doyle, A.C.;;Doyle, A.C.;9.78191E+12;;PanMacmillan;Нет;Нет;243.00 грн;шт
            Macmillan Collector's Library My Family and Other Animals;Durrell, G.;;Durrell, G.;9.78191E+12;;PanMacmillan;Нет;Нет;400.00 грн;шт
            Macmillan Collector's Library Northanger Abbey;Austen, J.;;Austen, J.;9.78191E+12;;PanMacmillan;Нет;Нет;270.00 грн;шт
            Macmillan Collector's Library Oliver Twist;Dickens, Ch.;;Dickens, Ch.;9.78151E+12;;PanMacmillan;Нет;Нет;270.00 грн;шт
            Macmillan Collector's Library Persuasion;Austen, J.;;Austen, J.;9.78191E+12;;PanMacmillan;Нет;Нет;270.00 грн;шт
            Macmillan Collector's Library Peter Pan;Barrie, J.M.;;Barrie, J.M.;9.78191E+12;;PanMacmillan;Нет;Нет;297.00 грн;шт
            Macmillan Collector's Library Phantom of the Opera,The ;Leroux, G.;;Leroux, G.;9.78151E+12;;PanMacmillan;Нет;Нет;270.00 грн;шт
            Macmillan Collector's Library Pickwick Papers,The ;Dickens, Ch.;;Dickens, Ch.;9.78151E+12;;PanMacmillan;Нет;Нет;324.00 грн;шт
            Macmillan Collector's Library Return of Sherlock Holmes and His Last Bow,The ;Doyle, A.C.;;Doyle, A.C.;9.78191E+12;;PanMacmillan;Нет;Нет;243.00 грн;шт
            Macmillan Collector's Library Romeo and Juliet;Shakespeare, W.;;Shakespeare, W.;9.78191E+12;;PanMacmillan;Нет;Нет;320.00 грн;шт
            Macmillan Collector's Library Secret Garden,The;Burnett, F.;;Burnett, F.;9.78151E+12;;PanMacmillan;Нет;Нет;360.00 грн;шт
            Macmillan Collector's Library Sense and Sensibility;Austen, J.;;Austen, J.;9.78191E+12;;PanMacmillan;Нет;Нет;270.00 грн;шт
            Macmillan Collector's Library Sonnets,The ;Shakespeare, W.;;Shakespeare, W.;9.78191E+12;;PanMacmillan;Нет;Нет;216.00 грн;шт
            Macmillan Collector's Library Tales of the Jazz Age;Fitzgerald, F.;;Fitzgerald, F.;9.78151E+12;;PanMacmillan;Нет;Нет;270.00 грн;шт
            Macmillan Collector's Library Tender is the Night;Fitzgerald, F.;;Fitzgerald, F.;9.78151E+12;;PanMacmillan;Нет;Нет;270.00 грн;шт
            Macmillan Collector's Library Time Machine,The;Wells, H.G.;;Wells, H.G.;9.78191E+12;;PanMacmillan;Нет;Нет;400.00 грн;шт
            Macmillan Collector's Library Twenty Thousand Leagues Under the Sea;Verne, J.;;Verne, J.;9.78151E+12;;PanMacmillan;Нет;Нет;400.00 грн;шт
            Macmillan Collector's Library War of the Worlds,The;Wells, H.G.;;Wells, H.G.;9.78191E+12;;PanMacmillan;Нет;Нет;400.00 грн;шт
            Man Who Mistook His Wife for a Hat ;;;Sacks, O.;9.78033E+12;;;Нет;Нет;362.00 грн;шт
            Manhattan in Reverse;;;Hamilton, P.F.;9.78033E+12;;;Нет;Нет;252.00 грн;шт
            Michael Jackson ;;;Taraborrelli, J.R.;9.78033E+12;;;Нет;Нет;459.00 грн;шт
            Michael Jackson: The Magic and the Madness ;;;Taraborrelli, J.R.;9.78033E+12;;;Нет;Нет;284.00 грн;шт
